week,game_id,play_id,player_name,possession_team,defensive_team,pass_result,pass_length,route_of_targeted_receiver,game_clock,down,num_collision,collision_risk_score,ball_land_x,ball_land_y
10,2023110900,1258,Roschon Johnson,CHI,CAR,I,4,ANGLE,09:35,2,2,83.33331468825982,58.3699989318848,47.6199989318848
10,2023110900,2229,Jonathan Mingo,CAR,CHI,I,9,HITCH,15:00,1,2,68.69027465340368,44.6199989318848,-1.82000005245209
10,2023110900,2274,Mike Strachan,CAR,CHI,I,20,GO,14:10,3,2,83.31686641384411,56.25,49.7799987792969
10,2023110900,2820,Adam Thielen,CAR,CHI,I,13,IN,06:33,1,2,82.81016500566092,55.1500015258789,2.84999990463257
10,2023110900,3635,Cole Kmet,CHI,CAR,I,9,CROSS,08:41,1,2,83.33300916041347,73.8399963378906,11.8599996566772
10,2023110900,4163,Darnell Mooney,CHI,CAR,C,8,IN,01:26,3,2,45.94850090380225,68.0199966430664,36.9799995422363
10,2023110900,757,DJ Moore,CHI,CAR,I,31,GO,02:52,2,2,83.22932209993125,7.98000001907349,49.7700004577637
10,2023110900,929,Adam Thielen,CAR,CHI,C,-1,FLAT,01:08,1,2,62.94697426944539,83.6100006103516,6.15000009536743
10,2023111200,1843,Michael Pittman,IND,NE,I,4,HITCH,00:36,1,2,62.3447285124289,56.25,39.8600006103516
10,2023111200,3403,Mike Gesicki,NE,IND,IN,14,CROSS,04:25,2,2,79.06429371841362,12.710000038147,37.2099990844727
10,2023111200,3814,DeMario Douglas,NE,IND,IN,23,POST,00:36,1,3,99.99999999999997,46.7900009155273,29.1100006103516
10,2023111200,398,Mo Alie-Cox,IND,NE,I,14,GO,08:11,1,2,79.14358905922448,71.9599990844727,14.4200000762939
10,2023111201,222,David Njoku,CLE,BAL,I,8,HITCH,13:08,3,2,83.33333090525312,64.129997253418,20.5300006866455
10,2023111201,3331,Mark Andrews,BAL,CLE,I,11,HITCH,14:06,2,4,100,114.940002441406,28.4099998474121
10,2023111201,4237,Amari Cooper,CLE,BAL,C,17,HITCH,02:22,2,2,83.32823209339097,71.4700012207031,35.9900016784668
10,2023111202,1933,Devin Singletary,HOU,CIN,I,1,OUT,01:06,2,2,83.32063568653322,68.9400024414062,43.0800018310547
10,2023111202,870,Robert Woods,HOU,CIN,I,12,CROSS,00:35,1,2,81.74502081927531,103.690002441406,22.1800003051758
10,2023111203,2160,Deebo Samuel Sr.,SF,JAX,C,9,CROSS,15:00,1,2,79.91972337297727,76.9300003051758,50.9199981689453
