week,game_id,play_id,player_name,possession_team,defensive_team,pass_result,pass_length,route_of_targeted_receiver,game_clock,down,num_collision,collision_risk_score,ball_land_x,ball_land_y
5,2023100500,1226,Dyami Brown,WAS,CHI,I,39,GO,09:34,1,2,83.0980414685066,10.1400003433228,31.7399997711182
5,2023100500,2501,Logan Thomas,WAS,CHI,C,4,HITCH,09:32,1,2,82.33953835095197,37.6100006103516,31.4400005340576
5,2023100500,3302,Logan Thomas,WAS,CHI,I,35,GO,12:09,2,2,81.74010322343528,19.1499996185303,47.9099998474121
5,2023100500,3325,Dyami Brown,WAS,CHI,C,4,HITCH,12:03,3,2,51.51278024876984,50.5499992370605,35.3400001525879
5,2023100500,964,DJ Moore,CHI,WAS,C,11,GO,14:20,3,2,82.45609401258793,117.410003662109,50.4500007629395
5,2023100800,1516,Gabe Davis,BUF,JAX,C,9,HITCH,09:53,1,2,83.32370591171193,39.1800003051758,46.5200004577637
5,2023100800,1744,Stefon Diggs,BUF,JAX,I,14,GO,05:44,1,2,82.08169776719689,35.7099990844727,2.24000000953674
5,2023100800,1933,Stefon Diggs,BUF,JAX,C,5,SLANT,02:00,1,2,82.91544342942998,82.0800018310547,17.3299999237061
5,2023100800,2157,Calvin Ridley,JAX,BUF,C,14,GO,00:44,1,2,83.28948322039803,32.939998626709,2.88000011444092
5,2023100800,2389,Gabe Davis,BUF,JAX,I,5,SLANT,13:55,2,2,59.64769149688858,67.75,14.4700002670288
5,2023100800,2934,Calvin Ridley,JAX,BUF,C,14,HITCH,07:12,3,2,73.24429029880541,29.75,47.2299995422363
5,2023100800,4478,Deonte Harty,BUF,JAX,C,43,GO,02:56,1,2,81.37945161017703,76.0800018310547,49.1500015258789
5,2023100801,1831,Kyle Pitts,ATL,HOU,I,17,GO,02:31,1,2,83.32725510236742,91.9599990844727,2.79999995231628
5,2023100801,2493,Nico Collins,HOU,ATL,I,4,OUT,11:55,3,2,83.27329273209236,48.6500015258789,11.25
5,2023100801,3586,Drake London,ATL,HOU,C,30,GO,11:12,1,2,81.8540430372731,57.5400009155273,6.36999988555908
5,2023100801,3667,Jonnu Smith,ATL,HOU,C,-3,FLAT,09:06,2,2,83.33333332736697,43.310001373291,35.8199996948242
5,2023100801,3774,Drake London,ATL,HOU,I,14,GO,07:04,3,2,81.51183855760628,7.55999994277954,53.4099998474121
5,2023100801,674,Mack Hollins,ATL,HOU,C,19,CROSS,04:32,1,3,100,67.3199996948242,36.4799995422363
5,2023100802,1311,Josh Reynolds,DET,CAR,I,14,GO,11:32,1,2,83.33165899586135,67.3399963378906,4.65999984741211
5,2023100802,1418,Sam LaPorta,DET,CAR,I,19,CORNER,10:17,3,2,79.568747241483507,28.7900009155273,47.6699981689453
5,2023100802,1793,Jonathan Mingo,CAR,DET,IN,19,OUT,03:43,1,2,82.20525257295674,44.1199989318848,47.5499992370605
5,2023100802,2355,David Montgomery,DET,CAR,I,4,ANGLE,12:28,1,2,8.41213543161657,67.4499969482422,31.8600006103516
5,2023100802,3001,Josh Reynolds,DET,CAR,C,5,CROSS,04:31,1,2,83.33323914185586,62.6300010681152,34.2200012207031
5,2023100804,1209,Darren Waller,NYG,MIA,I,23,GO,09:57,2,2,83.2777463937869,51.7900009155273,49.5299987792969
5,2023100804,3128,Jaylen Waddle,MIA,NYG,I,9,IN,12:54,3,2,83.32358102986453,50.1599998474121,35.1300010681152
5,2023100805,1311,DeVante Parker,NE,NO,I,20,GO,13:35,3,2,83.25084696120321,73.5299987792969,49.7299995422363
5,2023100805,1476,Chris Olave,NO,NE,C,5,HITCH,10:53,2,2,65.70718604442546,118.180000305176,30.75
5,2023100805,2735,Rashid Shaheed,NO,NE,C,3,HITCH,09:12,2,2,83.27749623957305,29.3099994659424,3.22000002861023
5,2023100805,2836,JuJu Smith-Schuster,NE,NO,C,1,CROSS,07:18,2,2,83.33331926494229,79.2300033569336,20.25
5,2023100805,3774,Kendrick Bourne,NE,NO,I,27,IN,07:28,3,2,77.37020153715,68.879997253418,12.3500003814697
5,2023100805,3974,Ty Montgomery,NE,NO,I,22,POST,05:43,1,3,100,51.4500007629395,25.1100006103516
5,2023100805,997,Taysom Hill,NO,NE,C,1,FLAT,02:43,2,2,39.21235637956641,73.6500015258789,49.8499984741211
5,2023100806,1143,Darnell Washington,PIT,BAL,I,4,HITCH,12:18,1,2,83.22805206039246,24.75,24.7199993133545
5,2023100806,156,Mark Andrews,BAL,PIT,I,11,POST,12:53,2,2,83.28105065719753,81.7699966430664,34.9799995422363
5,2023100806,1582,George Pickens,PIT,BAL,C,10,IN,05:28,2,2,82.5535349372306,68.9499969482422,20.4599990844727
5,2023100806,1629,Miles Boykin,PIT,BAL,I,4,OUT,04:20,1,2,82.31350453423842,90.7699966430664,50.8199996948242
5,2023100806,2887,George Pickens,PIT,BAL,C,13,GO,00:55,2,2,83.28301444576563,47.9099998474121,1.86000001430511
5,2023100806,3732,Allen Robinson,PIT,BAL,I,4,SLANT,02:50,1,2,83.33333314584111,42.810001373291,21.4699993133545
5,2023100806,3780,George Pickens,PIT,BAL,C,20,GO,02:09,3,2,83.26008714630912,66.0599975585938,51.689998626709
5,2023100806,3899,Zay Flowers,BAL,PIT,C,19,OUT,01:17,1,2,81.43866872390475,66.0599975585938,1.14999997615814
5,2023100807,1715,Tyler Boyd,CIN,ARI,C,13,IN,03:16,3,2,82.59330646191387,34.2200012207031,30.6700000762939
