week,game_id,play_id,player_name,possession_team,defensive_team,pass_result,pass_length,route_of_targeted_receiver,game_clock,down,num_collision,collision_risk_score,ball_land_x,ball_land_y
16,2023122100,1185,Chris Olave,NO,LA,C,14,HITCH,10:23,1,2,82.80463383078798,48.5200004577637,42.0299987792969
16,2023122100,1210,Rashid Shaheed,NO,LA,I,4,OUT,09:42,1,2,83.08554279988441,53.6399993896484,3.47000002861023
16,2023122100,1402,Demarcus Robinson,LA,NO,C,9,IN,07:00,3,2,82.54750641705255,63.7799987792969,15.4399995803833
16,2023122100,1688,Demarcus Robinson,LA,NO,C,5,HITCH,02:28,1,2,81.64360389375732,82.2200012207031,33.0400009155273
16,2023122100,1839,Rashid Shaheed,NO,LA,I,6,SLANT,01:06,2,2,82.49646623734075,73,20.3400001525879
16,2023122100,2182,Puka Nacua,LA,NO,C,39,GO,15:00,1,3,100.00000000000003,73.129997253418,2.76999998092651
16,2023122100,2578,Juwan Johnson,NO,LA,IN,16,CROSS,08:38,3,2,57.13980249377371,50.7900009155273,38.9099998474121
16,2023122100,2868,Chris Olave,NO,LA,I,16,HITCH,02:59,2,2,81.57439508213042,25.9899997711182,-1.50999999046326
16,2023122100,3168,Cooper Kupp,LA,NO,I,0,CROSS,13:36,2,2,82.82450081214698,28.1700000762939,5.36999988555908
16,2023122100,820,Foster Moreau,NO,LA,I,13,HITCH,00:40,2,2,80.45530866068452,55.8199996948242,39.2900009155273
16,2023122300,2557,Tee Higgins,CIN,PIT,I,2,SLANT,07:33,2,2,83.33202037501128,74.5100021362305,26.6100006103516
16,2023122300,2804,Tyler Boyd,CIN,PIT,C,5,HITCH,03:24,1,2,83.33156972198893,75.0899963378906,0.0399999991059303
16,2023122300,333,Trenton Irwin,CIN,PIT,C,6,HITCH,10:07,2,2,82.23080634752623,79.0999984741211,33.3800010681152
16,2023122301,1049,Gerald Everett,LAC,BUF,C,9,SCREEN,14:39,2,2,47.87021651023209,14.6899995803833,41.7900009155273
16,2023122301,182,Gabe Davis,BUF,LAC,I,8,IN,13:24,3,2,83.15388964524398,64.1800003051758,25.1599998474121
16,2023122301,2113,Austin Ekeler,LAC,BUF,I,5,OUT,13:36,2,2,83.20074992090969,46.189998626709,3.45000004768372
16,2023122301,3762,Stefon Diggs,BUF,LAC,I,26,POST,03:01,2,2,83.27495699178016,31.4400005340576,16.1900005340576
16,2023122301,423,Quentin Johnston,LAC,BUF,I,32,GO,08:38,2,2,68.51184335732418,111.120002746582,10.5200004577637
16,2023122301,700,Gabe Davis,BUF,LAC,I,24,HITCH,03:43,3,3,100,47.9500007629395,37.2099990844727
16,2023122402,1367,Kylen Granson,IND,ATL,I,14,CROSS,10:02,1,3,100,56.1599998474121,1.69000005722046
16,2023122402,175,Will Mallory,IND,ATL,C,8,SLANT,12:50,1,2,78.57472717507005,47.810001373291,26.6100006103516
16,2023122402,3106,Drake London,ATL,IND,C,14,HITCH,01:12,1,2,74.86342101494225,70.3300018310547,19.5599994659424
16,2023122402,3318,Josh Downs,IND,ATL,I,14,CROSS,13:30,1,3,100,60.2999992370605,12.2700004577637
16,2023122402,3487,D.J. Montgomery,IND,ATL,I,13,IN,10:10,4,2,57.62923435277717,84.2699966430664,21.6100006103516
16,2023122402,3658,Alec Pierce,IND,ATL,IN,34,POST,08:03,3,2,72.94213728967073,55.4500007629395,27.8600006103516
16,2023122402,3934,D.J. Montgomery,IND,ATL,I,44,GO,04:55,4,2,83.1571825442432,71.2099990844727,3.80999994277954
16,2023122402,453,Drake London,ATL,IND,I,7,HITCH,09:01,2,2,83.3256151615512,46.0099983215332,47.8800010681152
16,2023122403,1123,D.J. Chark,CAR,GB,I,10,IN,14:08,2,2,74.14832865248253,44.4799995422363,28.0900001525879
16,2023122403,4065,Romeo Doubs,GB,CAR,C,33,GO,02:39,3,2,82.11557073737114,48.8199996948242,3.55999994277954
16,2023122404,1347,David Njoku,CLE,HOU,I,15,GO,11:51,1,2,81.36765213802997,45.8400001525879,37.7900009155273
16,2023122404,2313,Amari Cooper,CLE,HOU,IN,18,GO,00:05,3,2,83.33023089273894,111.930000305176,5.8600001335144
16,2023122404,2884,Elijah Moore,CLE,HOU,I,12,POST,04:03,1,3,100,111.309997558594,22.2800006866455
16,2023122404,3100,Amari Cooper,CLE,HOU,C,15,GO,01:37,1,2,83.30971391880276,72.0100021362305,49
16,2023122404,3271,David Bell,CLE,HOU,I,0,HITCH,13:46,2,2,82.41329745713398,23.6800003051758,34.1199989318848
16,2023122404,4559,Dare Ogunbowale,HOU,CLE,I,4,IN,02:01,2,2,81.51508020587599,28.4400005340576,15.6599998474121
16,2023122404,4687,Robert Woods,HOU,CLE,I,36,GO,00:53,1,2,83.26754931570656,91.5,50.8300018310547
16,2023122404,68,Amari Cooper,CLE,HOU,C,45,POST,14:53,1,2,77.12987280386953,24.1900005340576,24.2800006866455
16,2023122404,778,Amari Cooper,CLE,HOU,C,20,CORNER,04:36,1,3,96.34912444046032,70.9400024414062,5.55999994277954
16,2023122405,2211,Justin Jefferson,MIN,DET,C,26,GO,00:37,1,2,80.26971718707769,3.04999995231628,52.7299995422363
16,2023122405,2460,K.J. Osborn,MIN,DET,C,43,POST,12:51,2,2,81.45397314283764,97.5899963378906,21.0200004577637
16,2023122405,3529,Justin Jefferson,MIN,DET,IN,48,GO,10:00,3,2,76.24605243363831,53.1800003051758,7.96000003814697
16,2023122406,1198,Terry McLaurin,WAS,NYJ,I,2,CROSS,00:10,3,2,83.32560976193955,65.9499969482422,37.4799995422363
16,2023122406,1349,Kenny Yeboah,NYJ,WAS,I,5,CROSS,13:41,1,3,100,32.1500015258789,11.25
16,2023122406,1372,Garrett Wilson,NYJ,WAS,I,4,SLANT,13:37,2,2,78.76016377420562,30.8999996185303,36.439998626709
16,2023122406,1395,Garrett Wilson,NYJ,WAS,C,4,HITCH,13:33,3,2,83.32987527364821,31.2800006866455,36.0200004577637
16,2023122406,1755,Tyler Conklin,NYJ,WAS,I,9,GO,09:17,3,2,82.03062063198456,115.680000305176,31.5200004577637
16,2023122406,186,Garrett Wilson,NYJ,WAS,I,7,GO,13:08,3,2,83.33333321420177,3.27999997138977,50.1800003051758
16,2023122406,3147,Curtis Samuel,WAS,NYJ,IN,4,ANGLE,08:07,2,2,40.896844678966424,76.4499969482422,33.9799995422363
16,2023122406,4092,Garrett Wilson,NYJ,WAS,I,3,HITCH,08:11,2,2,83.33333333332963,72.3499984741211,47.1699981689453
16,2023122406,4609,Breece Hall,NYJ,WAS,I,25,GO,02:28,2,2,83.33333331521075,49.9700012207031,5.57000017166138
16,2023122406,948,Garrett Wilson,NYJ,WAS,I,9,SLANT,05:30,1,2,83.33333333333333,70.6100006103516,18.9899997711182
16,2023122407,1478,Tyjae Spears,TEN,SEA,C,1,OUT,07:04,2,2,83.33333333333236,72.8300018310547,31.7700004577637
16,2023122407,2032,Chig Okonkwo,TEN,SEA,C,2,FLAT,00:35,1,2,83.33333333313642,38.4599990844727,43.0900001525879
16,2023122407,2338,Colby Parkinson,SEA,TEN,I,9,CORNER,10:06,2,2,83.11156761530557,1.98000001907349,2.23000001907349
16,2023122407,3222,Treylon Burks,TEN,SEA,C,13,CROSS,09:25,2,2,83.30645351848375,59.189998626709,51.2599983215332
16,2023122408,565,Tim Jones,JAX,TB,I,29,GO,04:14,2,2,83.05970523673022,90.2799987792969,52.7799987792969
16,2023122408,644,Mike Evans,TB,JAX,C,2,IN,03:25,2,2,83.333333329538,58.7200012207031,25.5200004577637
16,2023122408,837,Chris Godwin Jr.,TB,JAX,I,0,CROSS,13:45,2,2,82.85577467059238,99.4599990844727,40.8300018310547
16,2023122409,1148,Michael Carter,ARI,CHI,I,3,FLAT,12:49,2,2,83.27911617650679,38.0099983215332,54.6800003051758
16,2023122409,1504,Trey McBride,ARI,CHI,I,4,OUT,05:58,1,2,83.33333319526785,65.5500030517578,19.0900001525879
16,2023122409,2757,Emari Demercado,ARI,CHI,C,0,FLAT,07:26,3,4,100,88.6900024414062,45.2000007629395
16,2023122410,2236,Jake Ferguson,DAL,MIA,I,4,HITCH,12:06,3,2,82.07451130679998,15.789999961853,12.460000038147
16,2023122410,2691,Tyreek Hill,MIA,DAL,I,28,CORNER,04:06,1,2,82.96720023284517,16.1000003814697,-0.439999997615814
16,2023122410,2744,Tyreek Hill,MIA,DAL,C,14,OUT,03:32,3,2,83.1430135349106,32.810001373291,14.4200000762939
16,2023122410,2904,Jake Ferguson,DAL,MIA,C,7,OUT,00:42,2,2,30.2868138932115,44.560001373291,33.189998626709
16,2023122410,504,Tyreek Hill,MIA,DAL,I,35,GO,06:37,2,2,83.24760216750181,70.7799987792969,10.6800003051758
16,2023122411,1691,DeVante Parker,NE,DEN,I,20,GO,00:55,2,2,83.2785071091336,9.90999984741211,-1.87000000476837
16,2023122411,2070,DeMario Douglas,NE,DEN,C,41,CROSS,12:44,1,2,83.33044954780465,40.7200012207031,11.8699998855591
16,2023122411,3636,Jerry Jeudy,DEN,NE,I,40,GO,04:43,1,2,83.0764569894649,8.30000019073486,2.58999991416931
16,2023122411,3669,Jerry Jeudy,DEN,NE,I,40,SCREEN,04:36,2,2,73.62170210882026,11.8699998855591,50.7299995422363
16,2023122411,3872,Ezekiel Elliott,NE,DEN,I,7,ANGLE,02:53,1,2,79.18471339122031,41.2000007629395,27.8400001525879
16,2023122500,1516,Davante Adams,LV,KC,I,16,GO,05:52,2,2,82.44014648947943,62.5900001525879,6.26000022888184
16,2023122500,1818,Rashee Rice,KC,LV,I,24,HITCH,02:55,2,2,82.66132816686212,38.1100006103516,13.4200000762939
16,2023122500,3235,Noah Gray,KC,LV,I,7,OUT,13:31,1,2,82.91468933921672,50.6300010681152,51.2799987792969
16,2023122500,4009,Noah Gray,KC,LV,I,7,CROSS,02:54,2,2,78.56541330556898,1.82000005245209,12.6099996566772
16,2023122501,1619,Darren Waller,NYG,PHI,I,6,OUT,08:27,1,2,82.4135714954213,66.8099975585938,49.5499992370605
16,2023122502,1113,Deebo Samuel Sr.,SF,BAL,C,15,WHEEL,15:00,2,2,83.3333245614814,71.3199996948242,49.560001373291
16,2023122502,1531,George Kittle,SF,BAL,IN,2,HITCH,08:08,3,2,83.2570105608143,45.6699981689453,15.9499998092651
16,2023122502,2210,Isaiah Likely,BAL,SF,I,19,CORNER,00:28,2,2,82.37728919733306,30.3999996185303,54.189998626709
