week,game_id,play_id,player_name,possession_team,defensive_team,pass_result,pass_length,route_of_targeted_receiver,game_clock,down,num_collision,collision_risk_score,ball_land_x,ball_land_y
6,2023101200,1444,Travis Kelce,KC,DEN,C,16,CROSS,04:35,1,2,71.5170965583589,93.2300033569336,14.289999961853
6,2023101200,1794,Jerick McKinnon,KC,DEN,I,-2,SCREEN,01:14,2,2,69.46422558726371,54.5099983215332,31.75
6,2023101200,659,Isiah Pacheco,KC,DEN,C,5,ANGLE,03:47,2,2,82.996305703755,26.9500007629395,17.5599994659424
6,2023101500,140,Zay Flowers,BAL,TEN,C,14,HITCH,12:54,1,2,77.74232912003238,43.25,4.55000019073486
6,2023101500,2935,Chig Okonkwo,TEN,BAL,IN,28,CORNER,04:43,3,2,77.11433075290157,88.629997253418,11.3599996566772
6,2023101500,3072,Mark Andrews,BAL,TEN,I,27,CORNER,03:05,1,2,82.22746147720905,21.7800006866455,4.71000003814697
6,2023101500,3604,Mark Andrews,BAL,TEN,I,8,IN,05:38,2,2,83.3037986494215,80.5699996948242,6.42999982833862
6,2023101500,4145,DeAndre Hopkins,TEN,BAL,I,20,GO,00:46,2,2,82.96554710818882,8.63000011444092,1.14999997615814
6,2023101501,1161,Drake London,ATL,WAS,C,7,SLANT,11:16,2,2,83.24966272595664,74.5699996948242,27.8400001525879
6,2023101501,177,Dyami Brown,WAS,ATL,I,31,GO,12:02,1,2,83.3210460107343,27.8299999237061,4.73999977111816
6,2023101501,3442,Drake London,ATL,WAS,I,6,SLANT,07:00,2,2,83.33333333333324,37.9799995422363,20.8799991607666
6,2023101501,3923,Terry McLaurin,WAS,ATL,I,7,SLANT,02:13,3,2,83.02562351158126,73.620002746582,19.2900009155273
6,2023101501,644,Kyle Pitts,ATL,WAS,C,9,GO,02:51,2,2,78.04998722801827,111.440002441406,21.2099990844727
6,2023101501,753,Terry McLaurin,WAS,ATL,C,7,SLANT,02:04,2,2,82.54128854360988,81.2099990844727,19.4899997711182
6,2023101501,836,Terry McLaurin,WAS,ATL,I,6,IN,00:21,2,2,83.01601757849774,71.2900009155273,30.1800003051758
6,2023101501,908,Kyle Pitts,ATL,WAS,I,12,OUT,00:03,1,2,83.1416481558308,43.5,42.0900001525879
6,2023101502,1408,T.J. Hockenson,MIN,CHI,I,19,POST,06:56,2,2,80.28758159585153,58.310001373291,27.4200000762939
6,2023101502,3940,DJ Moore,CHI,MIN,IN,27,GO,02:05,1,2,83.33333233324346,17.9300003051758,5.11999988555908
6,2023101503,1637,Jaxon Smith-Njigba,SEA,CIN,C,-3,SCREEN,02:14,1,2,83.33233558159041,52.8899993896484,50.060001373291
6,2023101503,1721,Tyler Lockett,SEA,CIN,I,31,GO,01:01,1,3,100,105.220001220703,1.60000002384186
6,2023101503,2066,Ja'Marr Chase,CIN,SEA,IN,29,GO,14:18,2,2,83.05049310608524,74.129997253418,2.80999994277954
6,2023101503,2347,Jaxon Smith-Njigba,SEA,CIN,IN,15,WHEEL,09:24,2,2,83.08063377407268,16.5799999237061,46.2299995422363
6,2023101503,2411,Ja'Marr Chase,CIN,SEA,I,3,CROSS,08:43,2,2,83.33333331803439,23.6599998474121,24.2000007629395
6,2023101503,3021,DK Metcalf,SEA,CIN,IN,22,GO,12:13,2,2,81.95655679288704,65.0899963378906,35.5299987792969
6,2023101503,3896,Colby Parkinson,SEA,CIN,I,11,OUT,00:55,1,2,79.90289246636091,108.980003356934,25.3199996948242
6,2023101503,935,Ja'Marr Chase,CIN,SEA,C,19,GO,00:07,2,2,83.2364046520848,59.3600006103516,51.0999984741211
6,2023101504,3080,Harrison Bryant,CLE,SF,I,6,HITCH,03:07,3,2,80.77156390155508,87.1600036621094,22.6299991607666
6,2023101504,3619,Amari Cooper,CLE,SF,IN,14,GO,11:13,2,2,83.33072415590593,75.2399978637695,2.76999998092651
6,2023101504,3794,Amari Cooper,CLE,SF,I,10,CROSS,09:13,1,3,100,58.0900001525879,11.1499996185303
6,2023101504,3911,David Bell,CLE,SF,C,4,HITCH,06:52,4,2,83.33333333333248,46.5400009155273,41.1100006103516
6,2023101505,1389,Nico Collins,HOU,NO,C,22,CROSS,09:07,1,2,83.30197469606556,52.5200004577637,40.7999992370605
6,2023101505,240,Noah Brown,HOU,NO,I,18,GO,11:28,3,2,74.15283817541467,75.3300018310547,53.5200004577637
6,2023101505,2726,Michael Thomas,NO,HOU,C,3,SLANT,05:49,1,2,83.30066912522469,62.2799987792969,38.2599983215332
6,2023101505,2859,Taysom Hill,NO,HOU,C,8,IN,03:30,1,2,82.22542538006861,25.8500003814697,31.5
6,2023101505,3290,Michael Thomas,NO,HOU,I,11,POST,11:14,3,3,100,119.889999389648,17.3400001525879
6,2023101505,614,Devin Singletary,HOU,NO,I,11,ANGLE,04:44,1,3,100,75.4100036621094,28.7199993133545
6,2023101505,787,Taysom Hill,NO,HOU,I,24,CORNER,02:34,1,2,79.07099102005705,50.9900016784668,49.1399993896484
6,2023101506,1153,Brenton Strange,JAX,IND,I,28,WHEEL,12:57,1,2,76.93995477134821,53.2200012207031,2.29999995231628
6,2023101506,1671,Michael Pittman,IND,JAX,IN,16,IN,04:50,2,3,99.92436051020822,24.5400009155273,21.0699996948242
6,2023101506,2558,Calvin Ridley,JAX,IND,I,16,GO,11:35,2,2,83.28180992619887,85.5800018310547,49.1199989318848
6,2023101506,2979,Christian Kirk,JAX,IND,I,9,CROSS,04:46,1,2,63.60262156532935,118.199996948242,6
6,2023101506,3547,Alec Pierce,IND,JAX,I,26,GO,13:06,1,2,78.29481613486631,100.139999389648,3.21000003814697
6,2023101506,4310,Andrew Ogletree,IND,JAX,I,17,IN,02:35,2,3,100,56.5099983215332,38.6599998474121
6,2023101506,4358,Amari Rodgers,IND,JAX,I,10,IN,02:07,1,2,83.33300599323093,65.3899993896484,23.3099994659424
6,2023101506,4381,Josh Downs,IND,JAX,I,7,HITCH,02:01,2,2,71.3465546743973,64.1100006103516,12.8100004196167
6,2023101507,1078,Jaylen Waddle,MIA,CAR,C,8,IN,12:37,2,2,46.96532522279174,100.470001220703,38.1699981689453
6,2023101507,2176,Tyreek Hill,MIA,CAR,I,20,HITCH,14:57,2,2,83.33333333317835,53.9700012207031,13.0200004577637
6,2023101507,2878,Hayden Hurst,CAR,MIA,I,24,CORNER,02:31,4,2,79.7665156534988,5.40999984741211,46.4599990844727
6,2023101507,2992,Jaylen Waddle,MIA,CAR,I,18,IN,00:48,2,2,82.5772694281419,83.129997253418,21.4899997711182
6,2023101507,3637,Hayden Hurst,CAR,MIA,C,6,HITCH,05:43,1,2,83.33325851569435,39.6100006103516,31.4300003051758
6,2023101507,946,Jaylen Waddle,MIA,CAR,I,46,GO,15:00,1,2,72.620957987605,104.5,29.8999996185303
6,2023101508,147,Rachaad White,TB,DET,I,15,WHEEL,13:12,3,2,82.94385047722164,55.1800003051758,6.34000015258789
6,2023101508,2178,Sam LaPorta,DET,TB,I,11,IN,10:44,3,2,82.74727225074476,87.0999984741211,19.6800003051758
6,2023101508,3903,Cade Otton,TB,DET,I,29,GO,00:58,4,2,80.92257368569985,115.220001220703,19.3799991607666
6,2023101509,2028,Jakobi Meyers,LV,NE,C,16,IN,00:20,3,2,83.33329785421309,92.129997253418,24.6100006103516
6,2023101509,3920,DeVante Parker,NE,LV,I,41,GO,01:59,2,2,74.91588403395868,62.7299995422363,5.90000009536743
6,2023101510,1103,Marquise Brown,ARI,LA,I,17,GO,13:27,1,2,80.23568391788535,109.019996643066,1.44000005722046
6,2023101510,1126,Marquise Brown,ARI,LA,I,17,GO,13:23,2,2,82.58268718455379,110.290000915527,15.210000038147
6,2023101510,2764,Tyler Higbee,LA,ARI,I,5,OUT,02:51,3,2,83.33333286044147,106.470001220703,44.2400016784668
6,2023101510,2855,Trey McBride,ARI,LA,C,5,HITCH,02:04,1,2,59.18580378070517,68.7799987792969,35.2299995422363
6,2023101510,3721,Michael Wilson,ARI,LA,I,5,SLANT,04:28,3,2,80.76506375414091,39.7999992370605,36.2900009155273
6,2023101510,3803,Zach Pascal,ARI,LA,I,19,IN,03:55,2,2,83.28943122368766,67.8600006103516,30.5499992370605
6,2023101510,4064,Rondale Moore,ARI,LA,I,4,CROSS,01:24,3,2,83.33114094734107,41.2000007629395,34.2400016784668
6,2023101510,593,Trey McBride,ARI,LA,I,5,HITCH,04:05,1,2,76.7888944178161,53.3899993896484,30.2900009155273
6,2023101511,1810,Garrett Wilson,NYJ,PHI,I,15,CROSS,05:32,1,2,76.31784200575157,49.939998626709,51.0499992370605
6,2023101511,1920,Garrett Wilson,NYJ,PHI,I,16,GO,03:27,1,2,83.33151684964595,107.180000305176,50.6699981689453
6,2023101511,2238,Garrett Wilson,NYJ,PHI,C,9,HITCH,00:56,1,3,100,89.129997253418,31.6299991607666
6,2023101511,230,D'Andre Swift,PHI,NYJ,C,-2,SCREEN,12:51,1,2,83.28305219713758,13.3599996566772,14.789999961853
6,2023101511,2356,Randall Cobb,NYJ,PHI,I,6,FLAT,00:29,2,2,83.09990056057735,91.9400024414062,13.8999996185303
6,2023101511,3273,Garrett Wilson,NYJ,PHI,I,20,GO,00:54,3,2,79.54126483702349,8.06999969482422,2.94000005722046
6,2023101511,366,A.J. Brown,PHI,NYJ,C,8,IN,10:53,3,2,83.33139043537875,41.6300010681152,0.550000011920929
6,2023101511,55,Allen Lazard,NYJ,PHI,I,7,OUT,15:00,1,2,83.32881078107867,78.2399978637695,0.689999997615814
6,2023101511,708,Olamide Zaccheaus,PHI,NYJ,I,10,POST,04:02,2,2,83.00522316315191,117.5,2.32999992370605
6,2023101512,1622,Darren Waller,NYG,BUF,C,6,HITCH,09:04,2,2,73.35657932201298,55.7299995422363,21.5300006866455
6,2023101512,178,Darius Slayton,NYG,BUF,C,5,FLAT,14:03,1,2,48.92288923368256,37.0299987792969,6.07000017166138
6,2023101512,2913,Stefon Diggs,BUF,NYG,C,7,HITCH,04:19,3,2,70.2644733823253,35.4500007629395,29.7700004577637
6,2023101512,3937,Jalin Hyatt,NYG,BUF,I,47,GO,01:59,3,2,77.84397272811565,27.5900001525879,38.310001373291
6,2023101512,845,Stefon Diggs,BUF,NYG,C,25,CROSS,03:19,1,2,81.55604122070929,61.1399993896484,9.40999984741211
6,2023101600,1165,Gerald Everett,LAC,DAL,I,6,HITCH,11:55,2,2,83.33333015362408,46.3600006103516,33.2700004577637
6,2023101600,1296,Brandin Cooks,DAL,LAC,C,4,HITCH,10:22,3,2,83.31103266193813,24.1399993896484,9
6,2023101600,1850,Gerald Everett,LAC,DAL,C,0,CROSS,02:00,1,2,83.27131873285502,71.629997253418,42.0299987792969
6,2023101600,1917,Keenan Allen,LAC,DAL,I,28,GO,01:30,1,2,83.2844000150537,32.060001373291,1.20000004768372
6,2023101600,2053,Michael Gallup,DAL,LAC,I,6,SLANT,00:59,1,2,83.33333308898105,44.439998626709,36.8800010681152
6,2023101600,414,Michael Gallup,DAL,LAC,I,9,SLANT,09:13,1,2,74.19207867361244,40.8800010681152,37.060001373291
