week,game_id,play_id,player_name,possession_team,defensive_team,pass_result,pass_length,route_of_targeted_receiver,game_clock,down,num_collision,collision_risk_score,ball_land_x,ball_land_y
12,2023112300,2157,Jameson Williams,DET,GB,I,36,GO,00:20,3,2,83.28950896089655,62.4799995422363,-0.419999986886978
12,2023112300,2552,AJ Dillon,GB,DET,C,4,ANGLE,11:46,1,2,83.333333324695,82.9300003051758,26.8099994659424
12,2023112300,3743,Sam LaPorta,DET,GB,I,12,OUT,06:53,4,2,83.32835656726388,7.71000003814697,52.2999992370605
12,2023112301,1238,Logan Thomas,WAS,DAL,C,2,CROSS,12:10,3,2,83.33026290361163,84.379997253418,33.5299987792969
12,2023112301,3534,Logan Thomas,WAS,DAL,I,14,OUT,09:34,1,2,80.80630110727965,36.9700012207031,4.59999990463257
12,2023112301,3831,Cole Turner,WAS,DAL,C,13,GO,05:30,3,2,38.16409826268394,74.2200012207031,48.2900009155273
12,2023112301,930,CeeDee Lamb,DAL,WAS,I,15,GO,00:57,1,2,83.29951493940368,117.870002746582,0.680000007152557
12,2023112302,1428,Brandon Aiyuk,SF,SEA,I,19,CROSS,06:50,1,2,83.33045682336036,18.8700008392334,34.5499992370605
12,2023112302,2256,DK Metcalf,SEA,SF,I,38,GO,13:27,1,2,82.48263894793983,102.089996337891,50.6699981689453
12,2023112302,2538,George Kittle,SF,SEA,I,19,CROSS,09:56,3,2,83.33325323067375,61.7299995422363,2.00999999046326
12,2023112400,1121,Tyreek Hill,MIA,NYJ,I,5,CROSS,12:30,1,2,81.3460503857041,50.560001373291,18.9200000762939
12,2023112400,2007,Tyreek Hill,MIA,NYJ,IN,6,CROSS,00:09,3,2,50.51581910162328,59.3499984741211,44.6699981689453
12,2023112400,829,Durham Smythe,MIA,NYJ,I,1,CROSS,01:33,3,2,80.94866008323892,90.0100021362305,21.9300003051758
12,2023112600,1526,Juwan Johnson,NO,ATL,I,3,CROSS,08:56,1,2,83.3333308738637,35.9099998474121,13.0299997329712
12,2023112600,2005,Keith Smith,ATL,NO,C,3,OUT,01:56,2,2,83.33327660417733,57.0999984741211,9.89999961853027
12,2023112600,3292,Drake London,ATL,NO,C,14,HITCH,12:39,1,2,72.23494792484273,71.0199966430664,39.4799995422363
12,2023112600,4004,Lynn Bowden,NO,ATL,I,19,GO,01:42,2,2,82.6411274167172,51.9599990844727,48.1500015258789
12,2023112600,614,Drake London,ATL,NO,C,24,POST,07:06,1,2,76.83552985933694,68.0400009155273,38.5099983215332
12,2023112600,728,Juwan Johnson,NO,ATL,C,19,CROSS,05:03,1,2,62.72855150904687,58.7999992370605,13.7600002288818
12,2023112601,1218,Diontae Johnson,PIT,CIN,I,4,HITCH,08:27,3,2,81.95906916473862,61.8400001525879,10.710000038147
12,2023112601,1364,Pat Freiermuth,PIT,CIN,C,6,OUT,06:25,1,2,83.33333326504882,59.0099983215332,6.55000019073486
12,2023112601,1566,Ja'Marr Chase,CIN,PIT,I,6,IN,02:00,1,2,83.27523789176506,67.9499969482422,21.4899997711182
12,2023112601,2883,George Pickens,PIT,CIN,I,27,GO,12:38,2,2,83.32331830710483,64.0500030517578,2.21000003814697
12,2023112601,3510,Andrei Iosivas,CIN,PIT,I,24,GO,02:40,1,2,83.12780904202742,96.870002746582,53.0099983215332
12,2023112601,3533,Tyler Boyd,CIN,PIT,C,8,HITCH,02:33,2,2,83.33333333296217,79.4300003051758,26.25
12,2023112602,1805,Tank Dell,HOU,JAX,C,1,CROSS,00:42,1,2,83.33333333333309,78.8899993896484,29.8099994659424
12,2023112602,3605,Robert Woods,HOU,JAX,I,10,HITCH,07:05,1,2,83.21494557093246,55.689998626709,51.7799987792969
12,2023112602,3660,Dameon Pierce,HOU,JAX,C,4,ANGLE,06:31,1,2,83.31977215605994,27.3600006103516,52.2700004577637
12,2023112602,3831,Luke Farrell,JAX,HOU,I,11,CROSS,03:17,2,2,82.99600920015237,73.8000030517578,14.6499996185303
12,2023112602,80,Andrew Beck,HOU,JAX,C,0,FLAT,14:34,1,2,82.88124888360895,70.0599975585938,40.0499992370605
12,2023112603,1566,Michael Pittman,IND,TB,I,6,SLANT,07:22,1,2,49.46032974148111,24.4899997711182,25.3700008392334
12,2023112603,1667,Payne Durham,TB,IND,C,9,FLAT,05:55,2,2,82.56850438293965,14.4899997711182,51.4599990844727
12,2023112603,174,Mike Evans,TB,IND,I,30,GO,11:29,1,2,80.56588508747316,107.589996337891,51.6399993896484
12,2023112603,1767,Michael Pittman,IND,TB,I,15,HITCH,05:08,1,2,82.69484787270532,49.689998626709,40.1100006103516
12,2023112603,1809,Josh Downs,IND,TB,I,6,HITCH,04:58,2,2,83.24998164980134,37.3899993896484,41.6100006103516
12,2023112603,444,Chris Godwin Jr.,TB,IND,I,3,CORNER,07:36,3,2,79.33999660025242,118.099998474121,2.45000004768372
12,2023112603,607,Alec Pierce,IND,TB,C,6,IN,06:08,1,2,83.29877164553756,56.2000007629395,35.7700004577637
12,2023112604,2581,Jalin Hyatt,NYG,NE,C,41,GO,06:40,3,2,83.1050746459404,52.6300010681152,52.8800010681152
12,2023112604,2983,Darius Slayton,NYG,NE,I,17,GO,15:00,2,2,70.27111954385893,33.3800010681152,2.29999995231628
12,2023112604,3159,JuJu Smith-Schuster,NE,NYG,IN,15,CROSS,12:40,1,2,74.44330097945908,59.4799995422363,10.5299997329712
12,2023112604,950,DeMario Douglas,NE,NYG,IN,22,CROSS,00:09,2,4,100,53.7400016784668,2.5699999332428
12,2023112605,878,Adam Thielen,CAR,TEN,I,17,IN,13:34,1,2,59.63420955059671,71.3099975585938,35.2400016784668
12,2023112606,1658,Marquise Brown,ARI,LA,C,5,HITCH,03:05,2,3,100,65.8199996948242,20.0799999237061
12,2023112606,2046,Puka Nacua,LA,ARI,IN,9,IN,00:21,2,2,72.21292669780446,75.9400024414062,34.5699996948242
12,2023112606,2475,Marquise Brown,ARI,LA,I,9,SLANT,13:00,1,2,83.3333333331676,89.1900024414062,37.7599983215332
12,2023112606,3404,Greg Dortch,ARI,LA,I,11,HITCH,12:09,2,2,70.2892358245177,40.8400001525879,52.0999984741211
12,2023112606,3860,Trey McBride,ARI,LA,C,3,OUT,06:01,2,2,62.606680861475795,99.8199996948242,0.819999992847443
12,2023112606,942,Marquise Brown,ARI,LA,I,10,SLANT,00:33,1,2,66.13620372879554,29.8199996948242,15.2600002288818
12,2023112607,107,Amari Cooper,CLE,DEN,I,5,CROSS,13:50,3,2,65.60523238851725,41.1399993896484,45.6399993896484
12,2023112607,1641,Jerome Ford,CLE,DEN,I,6,HITCH,06:07,3,2,64.76531056883073,24.9099998474121,19.6100006103516
12,2023112607,1984,Jerome Ford,CLE,DEN,I,-1,FLAT,02:39,1,2,83.19492231794443,64.1100006103516,7.59000015258789
12,2023112608,173,Jakobi Meyers,LV,KC,C,4,HITCH,11:37,3,2,83.31777900103579,85.4000015258789,22.7700004577637
12,2023112608,3033,Noah Gray,KC,LV,C,5,HITCH,08:25,2,2,71.36164473826234,78.3199996948242,20.1399993896484
