week,game_id,play_id,player_name,possession_team,defensive_team,pass_result,pass_length,route_of_targeted_receiver,game_clock,down,num_collision,collision_risk_score,ball_land_x,ball_land_y
14,2023120700,1533,Hunter Henry,NE,PIT,C,22,GO,07:43,1,2,78.73775861080911,13.1999998092651,5.01000022888184
14,2023120700,2820,JuJu Smith-Schuster,NE,PIT,IN,3,CROSS,01:09,1,2,83.33333322805716,63.9000015258789,18.0400009155273
14,2023120700,3529,Pat Freiermuth,PIT,NE,I,12,HITCH,05:13,3,2,83.21629596213482,57.5099983215332,53.6199989318848
14,2023120700,794,JuJu Smith-Schuster,NE,PIT,C,17,CROSS,03:13,1,2,82.67737600034663,64.3300018310547,31.2700004577637
14,2023121000,1724,Cade Otton,TB,ATL,I,8,IN,01:16,3,2,83.33029977285094,51.7799987792969,6.6100001335144
14,2023121000,1813,Drake London,ATL,TB,C,15,IN,00:40,2,2,79.93072014943448,54.9099998474121,22.2600002288818
14,2023121000,1875,Jonnu Smith,ATL,TB,I,3,SLANT,00:30,2,2,81.39819598137622,42.4199981689453,28.3500003814697
14,2023121000,196,Trey Palmer,TB,ATL,C,4,SLANT,11:06,2,2,81.71513746677861,52.8800010681152,16.4599990844727
14,2023121000,3630,Cade Otton,TB,ATL,I,26,GO,07:13,1,3,99.99999999999999,110.690002441406,3.38000011444092
14,2023121000,3769,Drake London,ATL,TB,C,40,GO,06:10,1,2,70.42888576307928,47.0900001525879,45.6399993896484
14,2023121000,707,Mike Evans,TB,ATL,I,6,SLANT,01:23,1,2,83.33067918483366,82.0699996948242,16.3400001525879
14,2023121001,1251,Odell Beckham,BAL,LA,I,8,SLANT,10:44,2,2,80.70397795334402,62.8199996948242,21.1299991607666
14,2023121001,1563,Tutu Atwell,LA,BAL,I,20,CROSS,05:59,1,2,69.32797852785214,102.470001220703,52.7400016784668
14,2023121001,2020,Odell Beckham,BAL,LA,I,13,SLANT,01:45,1,2,81.06135970375006,79.4499969482422,31.3500003814697
14,2023121001,4145,Zay Flowers,BAL,LA,C,4,HITCH,04:14,2,2,81.54138344709048,60.8899993896484,16.0900001525879
14,2023121001,4750,Odell Beckham,BAL,LA,I,46,SLANT,09:18,2,2,80.3717363484499,34.9900016784668,32.9500007629395
14,2023121001,4859,Kyren Williams,LA,BAL,I,8,FLAT,08:16,2,3,100,47.0699996948242,43.6699981689453
14,2023121002,1617,Sam LaPorta,DET,CHI,C,10,HITCH,03:54,3,2,83.27914198848545,74.1900024414062,24.2000007629395
14,2023121002,2467,Josh Reynolds,DET,CHI,I,7,CROSS,08:38,1,2,70.85082129214784,37.6599998474121,36.3499984741211
14,2023121002,2757,Sam LaPorta,DET,CHI,I,9,IN,04:19,3,2,36.83110380251195,34.689998626709,28.9599990844727
14,2023121002,3544,DJ Moore,CHI,DET,C,9,CROSS,10:09,2,2,75.18907494010077,99.879997253418,43.1199989318848
14,2023121002,938,Amon-Ra St. Brown,DET,CHI,I,5,HITCH,15:00,1,2,43.52921311767864,75.1600036621094,27.7600002288818
14,2023121003,3375,Zack Moss,IND,CIN,I,2,FLAT,09:33,1,2,83.1712621452868,94.3199996948242,43.3499984741211
14,2023121003,954,Ja'Marr Chase,CIN,IND,I,16,CORNER,13:34,1,2,83.32704981228366,2.30999994277954,7.07000017166138
14,2023121004,1196,Amari Cooper,CLE,JAX,C,15,GO,00:05,1,2,83.32094946944572,51.5299987792969,3.54999995231628
14,2023121004,1364,Zay Jones,JAX,CLE,IN,53,POST,13:36,1,2,82.1966861399095,77.5400009155273,33.8699989318848
14,2023121004,2194,Calvin Ridley,JAX,CLE,IN,16,POST,01:55,1,2,82.53547999791675,99,39.310001373291
14,2023121004,2313,David Njoku,CLE,JAX,C,15,HITCH,01:42,2,2,82.5008352595316,74.8399963378906,52.2000007629395
14,2023121004,2522,Zay Jones,JAX,CLE,I,14,HITCH,01:02,2,2,76.19592831157296,45.8300018310547,35.5499992370605
14,2023121004,357,Cedric Tillman,CLE,JAX,I,3,OUT,09:18,1,2,76.38091304915228,41.4900016784668,15.4300003051758
14,2023121004,3848,Amari Cooper,CLE,JAX,C,6,SLANT,14:10,1,2,83.2713116525994,68.3499984741211,39.2099990844727
14,2023121004,4140,Zay Jones,JAX,CLE,I,15,GO,09:34,1,2,83.03728964543816,16.6599998474121,53.7299995422363
14,2023121004,4841,Elijah Moore,CLE,JAX,I,4,SLANT,03:19,3,2,83.33333333332898,75.4899978637695,38.5
14,2023121005,1208,D.J. Chark,CAR,NO,I,18,POST,09:27,3,2,78.31001598092413,22.7000007629395,23.0300006866455
14,2023121005,1345,Lynn Bowden,NO,CAR,C,4,HITCH,07:28,1,2,80.9528362495924,48.2299995422363,7.30000019073486
14,2023121005,190,Juwan Johnson,NO,CAR,C,4,HITCH,13:21,2,2,83.33291571336945,53.4199981689453,25.9200000762939
14,2023121005,215,Foster Moreau,NO,CAR,C,0,FLAT,13:00,1,2,83.0863257532873,54.4799995422363,35.9500007629395
14,2023121005,3468,Jonathan Mingo,CAR,NO,I,16,GO,05:54,1,2,83.29994192277026,51.1599998474121,-3.44000005722046
14,2023121005,3722,Jonathan Mingo,CAR,NO,I,10,HITCH,04:05,2,2,83.33333333224759,46.1100006103516,52.9099998474121
14,2023121005,574,Alvin Kamara,NO,CAR,C,4,OUT,05:42,2,2,80.06942818689478,39.7599983215332,32.8699989318848
14,2023121006,1062,Noah Brown,HOU,NYJ,I,52,GO,11:58,3,2,83.15226680119162,35.4700012207031,17.8799991607666
14,2023121006,2085,Garrett Wilson,NYJ,HOU,C,13,HITCH,14:25,2,2,83.33101315348117,67.0299987792969,5.8899998664856
14,2023121006,2296,Xavier Hutchinson,HOU,NYJ,I,9,CROSS,11:05,1,2,79.75488464686188,44.0200004577637,0.319999992847443
14,2023121006,2413,Jeremy Ruckert,NYJ,HOU,C,11,GO,08:49,2,2,79.91160323664666,72.5999984741211,51.2099990844727
14,2023121007,3240,T.J. Hockenson,MIN,LV,C,23,CROSS,09:10,1,2,83.12216170606199,64.8099975585938,19.0599994659424
14,2023121007,4041,Davante Adams,LV,MIN,C,7,HITCH,00:07,1,4,100,48.0900001525879,41.5400009155273
14,2023121007,62,Davante Adams,LV,MIN,C,3,HITCH,14:54,1,2,83.00724438633354,33.2400016784668,40.5999984741211
14,2023121008,1383,Deebo Samuel Sr.,SF,SEA,C,39,CROSS,08:26,3,2,82.47815005350682,92.6500015258789,42.2400016784668
14,2023121008,1954,Noah Fant,SEA,SF,I,6,OUT,14:51,2,2,76.50442652093984,49.6100006103516,13.960000038147
14,2023121008,2082,Christian McCaffrey,SF,SEA,C,5,SLANT,12:43,1,2,83.3333333032195,72.9599990844727,14.539999961853
14,2023121008,2436,Brandon Aiyuk,SF,SEA,I,12,POST,05:08,1,2,83.33030616133962,29.8799991607666,16.2199993133545
14,2023121008,2904,DK Metcalf,SEA,SF,IN,37,CORNER,14:08,1,2,79.26316146953015,49.4000015258789,10.3999996185303
14,2023121008,459,George Kittle,SF,SEA,I,11,IN,08:17,3,2,82.81410369497404,72.75,32.4599990844727
14,2023121009,1272,Richie James,KC,BUF,I,21,POST,10:48,2,2,83.30038457809839,48.9000015258789,26.2800006866455
14,2023121009,153,Travis Kelce,KC,BUF,I,31,CROSS,12:44,1,2,83.32967337569073,29.3199996948242,46.0499992370605
14,2023121009,2657,Marquez Valdes-Scantling,KC,BUF,C,2,HITCH,08:38,1,2,83.32481446839478,36.1699981689453,9.53999996185303
14,2023121009,3234,Dalton Kincaid,BUF,KC,I,16,HITCH,00:31,2,2,74.9176900780094,40.5699996948242,17.1399993896484
14,2023121010,1459,Donald Parham,LAC,DEN,C,9,IN,05:19,2,2,83.33303267572293,50.1800003051758,25.6800003051758
14,2023121010,1783,Gerald Everett,LAC,DEN,I,4,HITCH,01:48,2,2,83.26478538903226,81,34.9199981689453
14,2023121010,1991,Jerry Jeudy,DEN,LAC,I,20,CROSS,00:41,2,2,83.32969054614624,80.1500015258789,3.17000007629395
14,2023121010,2665,Courtland Sutton,DEN,LAC,C,46,GO,06:05,1,2,83.33259511219254,5.42999982833862,47.2900009155273
14,2023121010,322,Quentin Johnston,LAC,DEN,I,6,POST,10:58,3,2,83.31443958422545,118.839996337891,27.0799999237061
14,2023121010,3334,Keenan Allen,LAC,DEN,I,15,IN,14:03,4,3,100,46.4000015258789,40.689998626709
14,2023121010,99,Keenan Allen,LAC,DEN,I,21,CROSS,13:52,1,2,82.80416223180178,66.7200012207031,12.6700000762939
14,2023121011,1214,DeVonta Smith,PHI,DAL,I,17,CORNER,15:00,3,2,63.54829267145904,60.1599998474121,9.17000007629395
14,2023121011,2044,Tony Pollard,DAL,PHI,C,2,FLAT,01:48,1,2,83.33322730186174,36.8699989318848,47.5499992370605
14,2023121011,2074,Michael Gallup,DAL,PHI,C,8,HITCH,01:43,2,2,83.33331488118228,45.9599990844727,3.46000003814697
14,2023121011,2721,CeeDee Lamb,DAL,PHI,I,33,GO,12:58,2,3,100.00000000000003,39.3600006103516,2.84999990463257
14,2023121011,2805,DeVonta Smith,PHI,DAL,I,19,OUT,12:02,1,2,73.6600238325346,55.1300010681152,2.35999989509583
14,2023121011,3091,Michael Gallup,DAL,PHI,I,9,SLANT,09:25,1,2,83.33333333333333,67.0500030517578,37.9700012207031
14,2023121011,3480,DeVonta Smith,PHI,DAL,I,33,GO,01:33,2,3,100,110.839996337891,3.77999997138977
14,2023121011,3701,Jake Ferguson,DAL,PHI,I,2,HITCH,12:54,2,2,72.98558632625254,56.7900009155273,21.2299995422363
14,2023121100,103,DeAndre Hopkins,TEN,MIA,I,7,SLANT,13:35,3,2,83.12534904415676,42.6699981689453,13.9300003051758
14,2023121100,1560,Cedrick Wilson Jr.,MIA,TEN,I,10,IN,02:35,2,2,83.33333316259196,82.4000015258789,41.8699989318848
