week,game_id,play_id,player_name,possession_team,defensive_team,pass_result,pass_length,route_of_targeted_receiver,game_clock,down,num_collision,collision_risk_score,ball_land_x,ball_land_y
13,2023113000,1368,CeeDee Lamb,DAL,SEA,I,7,CROSS,11:46,1,2,83.31295431212983,119.410003662109,11.5299997329712
13,2023113000,263,Jake Ferguson,DAL,SEA,I,12,CORNER,11:10,2,2,82.74017948662473,5.19999980926514,5.61999988555908
13,2023113000,4021,CeeDee Lamb,DAL,SEA,I,19,POST,11:31,3,2,77.63891018561324,108.019996643066,25.6000003814697
13,2023113000,4523,Jake Ferguson,DAL,SEA,C,12,WHEEL,04:41,2,2,83.33210456408062,109.709999084473,49.2799987792969
13,2023120300,1247,Gerald Everett,LAC,NE,I,15,GO,09:22,2,2,82.93448376758305,16.1599998474121,7.61999988555908
13,2023120300,1926,Jalen Guyton,LAC,NE,I,20,GO,01:00,2,2,74.50272638598202,9.35999965667725,47.810001373291
13,2023120300,2302,DeVante Parker,NE,LAC,I,30,GO,12:31,1,2,83.33295106800975,94.0800018310547,51.9900016784668
13,2023120300,2728,Quentin Johnston,LAC,NE,I,20,CROSS,03:38,3,2,83.040278539368515,29.0200004577637,47.3899993896484
13,2023120300,2794,DeVante Parker,NE,LAC,C,27,GO,03:23,1,2,83.3298015674064,37.810001373291,2.83999991416931
13,2023120300,2885,Hunter Henry,NE,LAC,C,8,IN,02:21,3,2,83.3333231379342,51.3400001525879,27.3099994659424
13,2023120300,3695,DeVante Parker,NE,LAC,I,9,IN,02:10,3,2,83.33333333333317,57.9500007629395,26.9200000762939
13,2023120301,2032,Amon-Ra St. Brown,DET,NO,C,18,POST,02:00,3,2,70.42693956981617,41.9500007629395,34.2700004577637
13,2023120301,2146,Amon-Ra St. Brown,DET,NO,I,8,GO,00:22,2,3,95.03362733964819,8.02999973297119,0.660000026226044
13,2023120301,2345,Chris Olave,NO,DET,I,41,CROSS,13:47,1,2,76.7453762627089,85.7600021362305,39.8199996948242
13,2023120301,2724,Chris Olave,NO,DET,C,18,HITCH,08:11,1,2,83.08866861074131,63.939998626709,16.9799995422363
13,2023120301,325,Juwan Johnson,NO,DET,IN,5,CROSS,11:15,1,2,83.27931602348335,80.0400009155273,32.9700012207031
13,2023120301,632,Amon-Ra St. Brown,DET,NO,C,5,IN,08:21,1,2,81.81312779248815,89.4400024414062,18.8700008392334
13,2023120302,1246,MyCole Pruitt,ATL,NYJ,C,20,GO,10:10,2,2,75.00356256438451,4.71999979019165,39.5699996948242
13,2023120302,174,Kyle Pitts,ATL,NYJ,I,12,HITCH,12:19,3,2,81.01170713608809,61.5800018310547,35.3699989318848
13,2023120302,1768,Cordarrelle Patterson,ATL,NYJ,C,6,HITCH,02:43,2,2,83.33333328960268,80,30.6399993896484
13,2023120302,1978,Tyler Conklin,NYJ,ATL,I,22,GO,01:28,3,2,83.18484321608835,49.5299987792969,24.6599998474121
13,2023120302,3121,Garrett Wilson,NYJ,ATL,I,4,IN,03:33,2,2,83.3333331923843,33.7700004577637,24.0699996948242
13,2023120302,3715,Dalvin Cook,NYJ,ATL,I,2,OUT,11:34,1,2,83.33333333301195,60.75,36.4500007629395
13,2023120302,3813,Drake London,ATL,NYJ,I,46,GO,10:47,1,2,82.8086849211198,63.0400009155273,17.7000007629395
13,2023120302,4502,Xavier Gipson,NYJ,ATL,I,28,POST,01:34,1,2,82.13166396116266,46.4300003051758,24.8299999237061
13,2023120303,2994,Connor Heyward,PIT,ARI,I,26,GO,03:28,3,2,82.12446855161608,107.769996643066,28.2000007629395
13,2023120303,3747,Allen Robinson,PIT,ARI,C,4,HITCH,06:49,2,2,73.15049629552566,56.8199996948242,38.5200004577637
13,2023120304,2208,Adam Thielen,CAR,TB,I,27,POST,00:11,3,2,71.65557197872396,83.5199966430664,5.84000015258789
13,2023120304,2588,Chris Godwin Jr.,TB,CAR,I,29,CORNER,10:10,1,2,82.70770431827772,66.2799987792969,8.3100004196167
13,2023120304,2618,Deven Thompkins,TB,CAR,C,4,IN,10:04,2,2,70.90550166696411,42.8699989318848,21.1900005340576
13,2023120304,3960,Mike Evans,TB,CAR,C,6,OUT,05:02,1,2,83.32704596685514,80.9899978637695,8.94999980926514
13,2023120304,443,Mike Evans,TB,CAR,C,4,HITCH,09:34,1,2,83.32608547757651,55.689998626709,15.1999998092651
13,2023120304,538,Trey Palmer,TB,CAR,I,11,HITCH,07:38,2,2,83.30605404112606,75.1399993896484,47.5999984741211
13,2023120305,1112,DeAndre Hopkins,TEN,IND,I,6,IN,00:21,3,2,82.6119411189475,118.160003662109,22.3700008392334
13,2023120305,114,Chig Okonkwo,TEN,IND,I,22,GO,13:31,1,2,81.79164697121625,113.440002441406,2.08999991416931
13,2023120305,2416,Michael Pittman,IND,TEN,C,5,HITCH,00:19,2,2,83.21722653623664,80.2399978637695,14.5600004196167
13,2023120305,2891,Michael Pittman,IND,TEN,I,7,HITCH,08:16,1,2,83.32880829069389,91.8899993896484,4.69000005722046
13,2023120305,5135,Alec Pierce,IND,TEN,C,38,GO,03:05,1,2,83.20243305941287,34.1800003051758,7.92999982833862
13,2023120306,1428,Jaylen Waddle,MIA,WAS,I,50,GO,10:12,1,2,74.7116354554606,95.129997253418,20.75
13,2023120306,1620,Jahan Dotson,WAS,MIA,I,6,CROSS,07:07,1,2,83.17169196548662,47.8499984741211,15.5600004196167
13,2023120306,3120,Jaylen Waddle,MIA,WAS,I,2,ANGLE,11:34,3,2,83.33333313960664,70.3899993896484,33.060001373291
13,2023120306,672,Alec Ingold,MIA,WAS,C,-3,SCREEN,05:14,2,2,76.81882804840188,53.9500007629395,3.61999988555908
13,2023120307,1208,Marvin Mims Jr.,DEN,HOU,I,50,GO,11:27,1,2,74.57709415247157,17.0400009155273,41.5699996948242
13,2023120307,1671,Courtland Sutton,DEN,HOU,I,26,GO,04:02,2,2,83.2988253631091,23.3999996185303,4.05000019073486
13,2023120307,169,Courtland Sutton,DEN,HOU,I,44,POST,13:03,2,2,65.38702015865493,71.4100036621094,23.9599990844727
