week,game_id,play_id,player_name,possession_team,defensive_team,pass_result,pass_length,route_of_targeted_receiver,game_clock,down,num_collision,collision_risk_score,ball_land_x,ball_land_y
18,2024010601,1305,Dalton Schultz,HOU,IND,I,14,OUT,09:14,1,2,82.60297274842233,63.439998626709,48.8199996948242
18,2024010601,1950,Mo Alie-Cox,IND,HOU,I,37,GO,00:54,2,2,82.43094034986814,15.8500003814697,0.490000009536743
18,2024010601,2866,Xavier Hutchinson,HOU,IND,I,21,IN,03:50,3,2,77.9038897291635,95.6800003051758,26.7700004577637
18,2024010601,474,Alec Pierce,IND,HOU,I,5,IN,09:02,1,2,83.33301712888472,36.8899993896484,37
18,2024010700,3770,Jamaal Williams,NO,ATL,C,-3,FLAT,07:26,2,2,82.11959708809479,27.3099994659424,51.0400009155273
18,2024010700,603,A.T. Perry,NO,ATL,C,18,GO,05:07,1,2,81.94614535970773,110.5,49.2799987792969
18,2024010700,846,Rashid Shaheed,NO,ATL,I,3,IN,02:25,2,2,81.56856057696727,53.8199996948242,16.4200000762939
18,2024010701,1280,Cedric Tillman,CLE,CIN,C,18,GO,09:19,1,2,83.14488278888655,50.7999992370605,3.05999994277954
18,2024010701,1397,Ja'Marr Chase,CIN,CLE,I,4,HITCH,06:48,1,2,44.160397157723125,102.699996948242,16.3799991607666
18,2024010701,2533,Trenton Irwin,CIN,CLE,C,20,POST,05:03,3,2,82.97172449217628,26.0699996948242,19.7000007629395
18,2024010701,420,Ja'Marr Chase,CIN,CLE,C,8,HITCH,08:13,1,2,14.544057334012761,91.9199981689453,17.6100006103516
18,2024010701,765,Andrei Iosivas,CIN,CLE,C,12,GO,01:34,3,2,83.33311326919983,99.4599990844727,50.2999992370605
18,2024010702,1327,Kevin Rader,TEN,JAX,I,26,GO,09:27,2,2,76.59457580549639,12.6199998855591,39.8699989318848
18,2024010702,1679,DeAndre Hopkins,TEN,JAX,C,6,HITCH,05:04,2,2,83.3331057959788,33.0699996948242,3.84999990463257
18,2024010702,2102,Kyle Philips,TEN,JAX,I,30,HITCH,00:38,3,2,83.13216863764252,37.25,49.7599983215332
18,2024010702,2703,Evan Engram,JAX,TEN,I,6,HITCH,08:41,1,2,83.33333333333209,42.2700004577637,25.9099998474121
18,2024010702,2873,Chris Moore,TEN,JAX,I,2,CROSS,05:24,3,2,83.33333273542114,42.4099998474121,35.560001373291
18,2024010703,1110,Jordan Addison,MIN,DET,I,39,GO,13:43,1,2,80.95620870125919,109.76000213623,17.7700004577637
18,2024010703,2333,Brandon Powell,MIN,DET,I,7,IN,11:39,3,2,75.18696082733615,86.2099990844727,21.0900001525879
18,2024010703,2856,Amon-Ra St. Brown,DET,MIN,I,4,IN,03:53,3,2,83.19236684513669,54.7799987792969,32.4300003051758
18,2024010703,3132,Amon-Ra St. Brown,DET,MIN,C,31,GO,15:00,2,2,81.56802935359548,69.5599975585938,49.3199996948242
18,2024010704,2481,DeMario Douglas,NE,NYJ,I,19,HITCH,07:22,2,2,83.33327031307569,55.0699996948242,44.3699989318848
18,2024010704,2504,DeMario Douglas,NE,NYJ,I,4,OUT,07:17,3,2,83.27580788197638,71.6600036621094,11.8400001525879
18,2024010704,3009,Jalen Reagor,NE,NYJ,I,14,GO,14:06,1,2,83.32820752708908,59.4599990844727,49.4000015258789
18,2024010704,3081,Pharaoh Brown,NE,NYJ,I,15,GO,12:23,4,2,73.57684695960502,67.5699996948242,11.8400001525879
18,2024010704,3155,Xavier Gipson,NYJ,NE,C,-1,SCREEN,10:58,1,3,87.84024496161028,44.9900016784668,10.9200000762939
18,2024010704,3870,Jalen Reagor,NE,NYJ,I,12,OUT,00:31,3,2,83.33305444556679,74.3300018310547,53.7999992370605
18,2024010704,833,DeVante Parker,NE,NYJ,I,30,POST,01:31,2,2,78.91994292989779,70.620002746582,29.4899997711182
18,2024010705,130,Trey Palmer,TB,CAR,I,13,POST,13:22,2,2,83.33313373367886,65.0100021362305,13.3999996185303
18,2024010705,1973,Rachaad White,TB,CAR,C,2,OUT,00:25,2,2,83.33333333333333,47.5200004577637,22.0300006866455
