week,game_id,play_id,player_name,possession_team,defensive_team,pass_result,pass_length,route_of_targeted_receiver,game_clock,down,num_collision,collision_risk_score,ball_land_x,ball_land_y
3,2023092100,1441,Matt Breida,NYG,SF,C,4,ANGLE,07:41,2,2,80.93326400083704,83.5500030517578,21.7999992370605
3,2023092100,3957,Darren Waller,NYG,SF,IN,12,SLANT,03:48,3,2,66.06156433491743,54.1100006103516,36.0099983215332
3,2023092400,2505,Mark Andrews,BAL,IND,I,7,IN,07:55,3,2,83.3333333332931,46.810001373291,23.2000007629395
3,2023092400,3110,Josh Downs,IND,BAL,C,3,HITCH,14:18,2,2,83.32267521478481,62.4799995422363,39.9099998474121
3,2023092400,3798,Kylen Granson,IND,BAL,I,8,HITCH,02:14,1,2,77.74289296091607,18.3500003814697,20
3,2023092400,4615,Alec Pierce,IND,BAL,I,36,GO,08:43,3,2,83.32561459209724,44.8899993896484,54.7000007629395
3,2023092401,1781,Amari Cooper,CLE,TEN,I,38,GO,02:04,1,2,78.82942932096503,13.1300001144409,49.6399993896484
3,2023092401,1915,DeAndre Hopkins,TEN,CLE,I,28,GO,01:00,1,2,82.99670897267234,61.5499992370605,51.9599990844727
3,2023092401,2005,DeAndre Hopkins,TEN,CLE,C,24,GO,00:50,3,2,82.727328601687,57.7400016784668,51.939998626709
3,2023092401,2414,Treylon Burks,TEN,CLE,I,45,POST,11:43,3,2,83.25470240341525,31.7700004577637,51.2299995422363
3,2023092402,1271,Kyle Pitts,ATL,DET,I,9,OUT,10:05,1,2,82.2634505635347,42.6500015258789,7.19000005722046
3,2023092402,1713,Amon-Ra St. Brown,DET,ATL,I,5,HITCH,02:00,3,2,83.00913908515547,11.1700000762939,12.1899995803833
3,2023092402,1909,Amon-Ra St. Brown,DET,ATL,C,20,CORNER,00:51,1,2,83.2044951116097,74.2699966430664,3.02999997138977
3,2023092402,4336,Jonnu Smith,ATL,DET,I,9,GO,02:10,1,2,68.25277378555606,75.1399993896484,30.6800003051758
3,2023092403,1919,Chris Olave,NO,GB,C,27,GO,00:36,1,2,81.03098778413785,101.379997253418,1.5
3,2023092403,2220,Romeo Doubs,GB,NO,IN,41,GO,13:25,3,2,80.3816682916794,49.0299987792969,43.2799987792969
3,2023092403,2905,Romeo Doubs,GB,NO,C,30,GO,01:53,1,2,80.61278172077209,31.1299991607666,1.05999994277954
3,2023092403,3620,Romeo Doubs,GB,NO,I,13,GO,08:16,1,2,83.33322755285259,112.300003051758,3.27999997138977
3,2023092403,4078,Jayden Reed,GB,NO,C,29,GO,04:13,2,2,80.1097420984624,90.5,9.43000030517578
3,2023092403,526,Keith Kirkwood,NO,GB,I,8,CORNER,06:48,2,2,82.82604857322006,-0.28999999165535,5.48999977111816
3,2023092404,1096,Calvin Ridley,JAX,HOU,I,7,SLANT,12:48,2,2,75.70472342737156,76.2099990844727,21.1000003814697
3,2023092404,1947,Calvin Ridley,JAX,HOU,I,27,GO,01:18,2,2,82.40881226783374,90.7099990844727,51.7700004577637
3,2023092404,2110,Tank Dell,HOU,JAX,I,35,CORNER,00:32,1,2,68.44273955692942,31.0599994659424,50.5999984741211
3,2023092404,2178,Dalton Schultz,HOU,JAX,C,6,IN,00:27,2,2,73.00714466309654,60.0999984741211,22.1100006103516
